tweet_id,text,airline_sentiment,airline
2051,Looking at @Southwest fares for a trip next month !!,negative,Southwest
1535,"@Southwest lost my luggage again, worst airline ever !!",negative,Southwest
1559,"@Delta lost my luggage again, worst airline ever !!",negative,Delta
1208,"shoutout to @US Airways for the free upgrade, made my day",positive,US Airways
2346,"not the smoothest trip but @JetBlue staff tried their best, appreciate it #travel",positive,JetBlue
2289,"oh great, @Southwest delayed AGAIN, love spending my life in this airport",negative,Southwest
1857,Never flying @US Airways again after how they treated my family today,negative,US Airways
1214,"@United upgraded me for free, what a great surprise, flying again soon 😊",positive,United
1339,"@JetBlue upgraded me for free, what a great surprise, flying again soon",positive,JetBlue
1023,Huge thanks to @Delta for the smooth check-in and on-time departure !!,positive,Delta
1482,@US Airways customer service put me on hold for 2 hours !!,negative,US Airways
1460,"Rude staff at @JetBlue check-in counter, never flying them again #travel",negative,JetBlue
1878,"@Delta crew was so rude to an elderly passenger, unacceptable !!",negative,Delta
1113,Just landed with @Delta and the crew was amazing! Best flight ever #travel,positive,Delta
1823,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous",negative,US Airways
1710,"@US Airways cancelled my flight with no notice, absolutely furious #travel",negative,US Airways
1351,"@Southwest handled my delay well, free snacks and great communication",positive,Southwest
2312,wow @Southwest really outdid themselves this time... 4 hours late and counting,negative,Southwest
1294,"honestly @JetBlue did a great job today, no complaints at all",positive,JetBlue
2177,@US Airways flight 245 departs at 9am from gate B12 !!,neutral,US Airways
1852,"worst experience with @JetBlue, missed my connection because of them",negative,JetBlue
1933,@Delta just announced new routes to the Midwest this fall,neutral,Delta
1635,"@American crew was so rude to an elderly passenger, unacceptable 😊",negative,American
1981,Flying @Delta tomorrow morning to Chicago for a work trip,neutral,Delta
1961,Does anyone know the baggage policy for @American flights,neutral,American
1757,"@United crew was so rude to an elderly passenger, unacceptable #travel",negative,United
1891,"@American crew was so rude to an elderly passenger, unacceptable",negative,American
1922,"Landed with @United, on time as scheduled",neutral,United
2151,"Landed with @JetBlue, on time as scheduled #travel",neutral,JetBlue
1775,@American left my bag behind and won't answer the phone,negative,American
2084,Flying @United tomorrow morning to Chicago for a work trip #travel,neutral,United
2157,"@United flight was pretty average, nothing special either way",neutral,United
1894,Paid extra for @United and still got squished in a tiny seat !!,negative,United
1204,"Kudos to @JetBlue staff, so friendly and helpful during my trip",positive,JetBlue
1239,"honestly @Delta did a great job today, no complaints at all",positive,Delta
1837,"Rude staff at @United check-in counter, never flying them again",negative,United
2269,"@United website was down earlier, back up now I think !!",neutral,United
2300,"thanks @JetBlue for losing my bag, exactly what I needed today 😊",negative,JetBlue
1149,"@Delta handled my delay well, free snacks and great communication !!",positive,Delta
2253,Looking at @JetBlue fares for a trip next month #travel,neutral,JetBlue
2101,@Southwest flight 245 departs at 9am from gate B12,neutral,Southwest
2065,@JetBlue just announced new routes to the Midwest this fall !!,neutral,JetBlue
1841,@American customer service put me on hold for 2 hours,negative,American
1631,"@Southwest delayed us 6 hours and gave zero updates, terrible",negative,Southwest
1358,"honestly @Delta did a great job today, no complaints at all",positive,Delta
1173,Really impressed with @American customer service this week,positive,American
2323,"oh great, @US Airways delayed AGAIN, love spending my life in this airport",negative,US Airways
2193,"@American website was down earlier, back up now I think #travel",neutral,American
1024,"@US Airways handled my delay well, free snacks and great communication 😊",neutral,US Airways
1671,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous",negative,US Airways
1608,"@Southwest charged hidden fees I never agreed to, so frustrated",negative,Southwest
1352,"@Southwest made my trip so easy, appreciate the effort 😊",positive,Southwest
2150,Question for @Southwest can I change my seat assignment online !!,neutral,Southwest
2393,"@United flight, some good some bad, about what I expected honestly #travel",neutral,United
1982,Question for @United can I change my seat assignment online 😊,neutral,United
1374,Huge thanks to @JetBlue for the smooth check-in and on-time departure,positive,JetBlue
1433,"worst experience with @American, missed my connection because of them",negative,American
1423,"@Delta charged hidden fees I never agreed to, so frustrated #travel",negative,Delta
1687,"@JetBlue cancelled my flight with no notice, absolutely furious",negative,JetBlue
1115,Huge thanks to @United for the smooth check-in and on-time departure #travel,positive,United
1091,"@US Airways handled my delay well, free snacks and great communication #travel",positive,US Airways
1941,@JetBlue sent me a confirmation email for tomorrow's flight #travel,neutral,JetBlue
1701,@Delta left my bag behind and won't answer the phone,negative,Delta
1331,"Kudos to @United staff, so friendly and helpful during my trip",positive,United
1440,"@JetBlue charged hidden fees I never agreed to, so frustrated",negative,JetBlue
2360,"not the smoothest trip but @United staff tried their best, appreciate it #travel",positive,United
1272,Really impressed with @Delta customer service this week,positive,Delta
1073,Loved the legroom and service on my @JetBlue flight today !!,positive,JetBlue
1248,@Delta flight attendants went above and beyond today,positive,Delta
1252,@United flight attendants went above and beyond today,positive,United
2153,Question for @United can I change my seat assignment online #travel,neutral,United
1753,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous !!",negative,Southwest
2335,"flight was delayed but @Delta crew apologized and gave snacks, decent recovery",positive,Delta
1574,"Rude staff at @JetBlue check-in counter, never flying them again",negative,JetBlue
1200,"Kudos to @Delta staff, so friendly and helpful during my trip",positive,Delta
1928,@American flight 245 departs at 9am from gate B12 #travel,neutral,American
1667,"@JetBlue cancelled my flight with no notice, absolutely furious",negative,JetBlue
1404,@Southwest flight attendants went above and beyond today #travel,positive,Southwest
2005,"Checked in for my @JetBlue flight, boarding starts at noon",neutral,JetBlue
2174,Question for @US Airways can I change my seat assignment online,neutral,US Airways
1572,"@JetBlue crew was so rude to an elderly passenger, unacceptable",negative,JetBlue
2053,@JetBlue just announced new routes to the Midwest this fall,neutral,JetBlue
1138,"@Southwest upgraded me for free, what a great surprise, flying again soon",positive,Southwest
1780,Paid extra for @American and still got squished in a tiny seat,negative,American
1133,"shoutout to @United for the free upgrade, made my day #travel",positive,United
1951,Looking at @JetBlue fares for a trip next month,neutral,JetBlue
1792,Paid extra for @American and still got squished in a tiny seat !!,negative,American
1979,@US Airways plane just pushed back from the gate,neutral,US Airways
2166,"@United flight was pretty average, nothing special either way !!",neutral,United
1924,"Checked in for my @American flight, boarding starts at noon #travel",neutral,American
1087,"honestly @United did a great job today, no complaints at all #travel",positive,United
2370,"@JetBlue flight, some good some bad, about what I expected honestly",neutral,JetBlue
1408,Really impressed with @JetBlue customer service this week,positive,JetBlue
1561,"@JetBlue charged hidden fees I never agreed to, so frustrated !!",negative,JetBlue
1050,"@JetBlue upgraded me for free, what a great surprise, flying again soon",positive,JetBlue
1763,@Delta customer service put me on hold for 2 hours !!,negative,Delta
1585,My @Delta flight was overbooked and they bumped me without warning,negative,Delta
1487,Paid extra for @US Airways and still got squished in a tiny seat,negative,US Airways
1084,Loved the legroom and service on my @Delta flight today,positive,Delta
1344,Huge thanks to @United for the smooth check-in and on-time departure,positive,United
1135,"@United upgraded me for free, what a great surprise, flying again soon !!",positive,United
1151,Loved the legroom and service on my @US Airways flight today,positive,US Airways
1403,"@US Airways handled my delay well, free snacks and great communication",positive,US Airways
1805,"@Delta cancelled my flight with no notice, absolutely furious #travel",negative,Delta
1296,Really impressed with @American customer service this week,negative,American
2088,@American flight 245 departs at 9am from gate B12 !!,neutral,American
1227,Loved the legroom and service on my @Delta flight today,positive,Delta
1092,@JetBlue flight attendants went above and beyond today,positive,JetBlue
1516,"@American crew was so rude to an elderly passenger, unacceptable !!",negative,American
1589,@United left my bag behind and won't answer the phone,negative,United
1996,"Landed with @Southwest, on time as scheduled #travel",neutral,Southwest
1770,"@Delta cancelled my flight with no notice, absolutely furious",negative,Delta
1456,"@United crew was so rude to an elderly passenger, unacceptable #travel",negative,United
1402,"honestly @US Airways did a great job today, no complaints at all #travel",positive,US Airways
2334,"flight was delayed but @JetBlue crew apologized and gave snacks, decent recovery",positive,JetBlue
1689,@American left my bag behind and won't answer the phone,negative,American
1051,"@United made my trip so easy, appreciate the effort",positive,United
1156,"shoutout to @Delta for the free upgrade, made my day",positive,Delta
2121,@American flight 245 departs at 9am from gate B12,neutral,American
1714,@Delta customer service put me on hold for 2 hours,negative,Delta
1514,"@United lost my luggage again, worst airline ever",negative,United
2303,"oh great, @JetBlue delayed AGAIN, love spending my life in this airport !!",negative,JetBlue
1153,Just landed with @Southwest and the crew was amazing! Best flight ever 😊,positive,Southwest
1578,My @JetBlue flight was overbooked and they bumped me without warning,negative,JetBlue
1552,Never flying @US Airways again after how they treated my family today,negative,US Airways
1326,Huge thanks to @Southwest for the smooth check-in and on-time departure !!,positive,Southwest
1042,Just landed with @American and the crew was amazing! Best flight ever !!,positive,American
1536,"Sitting on the tarmac for 3 hours with @JetBlue, this is ridiculous",negative,JetBlue
1312,"honestly @United did a great job today, no complaints at all",positive,United
1055,@JetBlue flight attendants went above and beyond today 😊,neutral,JetBlue
1391,"shoutout to @American for the free upgrade, made my day",positive,American
1647,My @United flight was overbooked and they bumped me without warning,negative,United
2314,"thanks @Southwest for losing my bag, exactly what I needed today #travel",negative,Southwest
1649,"@American charged hidden fees I never agreed to, so frustrated",negative,American
1011,@US Airways flight attendants went above and beyond today,positive,US Airways
1950,Flying @JetBlue tomorrow morning to Chicago for a work trip #travel,neutral,JetBlue
1616,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous #travel",negative,US Airways
1869,"worst experience with @Delta, missed my connection because of them",negative,Delta
1668,"worst experience with @JetBlue, missed my connection because of them",negative,JetBlue
2345,"not the smoothest trip but @Delta staff tried their best, appreciate it",positive,Delta
1232,Best airline experience in years thank you @United team !!,positive,United
2232,@United just announced new routes to the Midwest this fall #travel,neutral,United
2347,"not the smoothest trip but @Southwest staff tried their best, appreciate it",positive,Southwest
1123,"Kudos to @US Airways staff, so friendly and helpful during my trip",positive,US Airways
1888,Paid extra for @American and still got squished in a tiny seat #travel,negative,American
1952,@Southwest sent me a confirmation email for tomorrow's flight,neutral,Southwest
2224,"Landed with @United, on time as scheduled",neutral,United
2256,Question for @Delta can I change my seat assignment online #travel,neutral,Delta
1836,@Southwest left my bag behind and won't answer the phone,negative,Southwest
1900,"@Delta cancelled my flight with no notice, absolutely furious",negative,Delta
1356,Smooth landing comfy seats on time @American nailed it again !!,positive,American
2202,@United plane just pushed back from the gate !!,neutral,United
2369,"not the smoothest trip but @American staff tried their best, appreciate it 😊",positive,American
2227,"@Delta flight was pretty average, nothing special either way",neutral,Delta
1057,Best airline experience in years thank you @Delta team,positive,Delta
2349,"flight was delayed but @US Airways crew apologized and gave snacks, decent recovery",positive,US Airways
2165,Looking at @US Airways fares for a trip next month,neutral,US Airways
1390,Best airline experience in years thank you @United team #travel,positive,United
2000,@American just announced new routes to the Midwest this fall,neutral,American
1827,"@Delta charged hidden fees I never agreed to, so frustrated !!",negative,Delta
1748,@American left my bag behind and won't answer the phone,negative,American
2136,@American sent me a confirmation email for tomorrow's flight !!,neutral,American
2019,Question for @JetBlue can I change my seat assignment online #travel,neutral,JetBlue
1657,@US Airways left my bag behind and won't answer the phone !!,negative,US Airways
1609,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous",negative,US Airways
1097,Huge thanks to @United for the smooth check-in and on-time departure,positive,United
2141,"@JetBlue website was down earlier, back up now I think",neutral,JetBlue
2365,"flight was delayed but @US Airways crew apologized and gave snacks, decent recovery",positive,US Airways
1590,"Rude staff at @US Airways check-in counter, never flying them again 😊",negative,US Airways
1719,My @Southwest flight was overbooked and they bumped me without warning !!,negative,Southwest
1706,"Sitting on the tarmac for 3 hours with @JetBlue, this is ridiculous",negative,JetBlue
2146,Flying @JetBlue tomorrow morning to Chicago for a work trip !!,neutral,JetBlue
2288,"thanks @Delta for losing my bag, exactly what I needed today 😊",negative,Delta
1499,"@Southwest charged hidden fees I never agreed to, so frustrated #travel",negative,Southwest
1177,"honestly @US Airways did a great job today, no complaints at all #travel",positive,US Airways
1494,"@JetBlue lost my luggage again, worst airline ever #travel",negative,JetBlue
1811,"@Delta charged hidden fees I never agreed to, so frustrated !!",negative,Delta
1332,Smooth landing comfy seats on time @American nailed it again,positive,American
1740,Never flying @Delta again after how they treated my family today #travel,negative,Delta
1079,"@US Airways made my trip so easy, appreciate the effort #travel",positive,US Airways
2024,"Checked in for my @US Airways flight, boarding starts at noon 😊",neutral,US Airways
1222,"Kudos to @Southwest staff, so friendly and helpful during my trip #travel",positive,Southwest
2070,@Southwest plane just pushed back from the gate #travel,neutral,Southwest
2043,@JetBlue plane just pushed back from the gate,neutral,JetBlue
1409,Smooth landing comfy seats on time @JetBlue nailed it again,positive,JetBlue
1584,"@Delta cancelled my flight with no notice, absolutely furious",negative,Delta
1094,Just landed with @United and the crew was amazing! Best flight ever,positive,United
1307,"@US Airways made my trip so easy, appreciate the effort",positive,US Airways
1830,"Sitting on the tarmac for 3 hours with @United, this is ridiculous",positive,United
1262,"shoutout to @JetBlue for the free upgrade, made my day",negative,JetBlue
1238,@United flight attendants went above and beyond today #travel,positive,United
2304,"oh great, @JetBlue delayed AGAIN, love spending my life in this airport !!",negative,JetBlue
2142,"Landed with @United, on time as scheduled !!",neutral,United
1542,"@Southwest delayed us 6 hours and gave zero updates, terrible",positive,Southwest
1283,Loved the legroom and service on my @American flight today 😊,positive,American
1319,Really impressed with @Southwest customer service this week,positive,Southwest
2182,Flying @US Airways tomorrow morning to Chicago for a work trip,positive,US Airways
1942,Flying @American tomorrow morning to Chicago for a work trip,neutral,American
1077,Best airline experience in years thank you @United team !!,positive,United
1193,"@United upgraded me for free, what a great surprise, flying again soon",positive,United
1316,Just landed with @American and the crew was amazing! Best flight ever #travel,positive,American
2201,Does anyone know the baggage policy for @United flights !!,neutral,United
1044,"shoutout to @JetBlue for the free upgrade, made my day 😊",positive,JetBlue
1644,"worst experience with @American, missed my connection because of them",neutral,American
1439,My @Southwest flight was overbooked and they bumped me without warning,negative,Southwest
1454,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1615,@American customer service put me on hold for 2 hours #travel,negative,American
1013,Really impressed with @Delta customer service this week,positive,Delta
1618,"@Southwest lost my luggage again, worst airline ever !!",negative,Southwest
2356,"flight was delayed but @Delta crew apologized and gave snacks, decent recovery",positive,Delta
1033,"honestly @United did a great job today, no complaints at all !!",positive,United
1582,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous !!",negative,Delta
1070,"@Delta upgraded me for free, what a great surprise, flying again soon !!",positive,Delta
2328,"oh great, @Southwest delayed AGAIN, love spending my life in this airport",negative,Southwest
2387,"@American flight, some good some bad, about what I expected honestly !!",neutral,American
1916,"@American crew was so rude to an elderly passenger, unacceptable !!",negative,American
1926,Looking at @JetBlue fares for a trip next month,neutral,JetBlue
1737,"@Delta delayed us 6 hours and gave zero updates, terrible",negative,Delta
1520,"Rude staff at @US Airways check-in counter, never flying them again !!",negative,US Airways
1768,Paid extra for @Southwest and still got squished in a tiny seat,negative,Southwest
1438,Paid extra for @American and still got squished in a tiny seat !!,negative,American
1492,"@United lost my luggage again, worst airline ever #travel",negative,United
2154,@JetBlue sent me a confirmation email for tomorrow's flight,neutral,JetBlue
2316,"thanks @US Airways for losing my bag, exactly what I needed today !!",negative,US Airways
2333,"flight was delayed but @Delta crew apologized and gave snacks, decent recovery !!",positive,Delta
1761,"@American charged hidden fees I never agreed to, so frustrated !!",negative,American
2204,Question for @JetBlue can I change my seat assignment online #travel,neutral,JetBlue
1645,@US Airways customer service put me on hold for 2 hours,negative,US Airways
1721,@US Airways customer service put me on hold for 2 hours !!,negative,US Airways
2231,@US Airways flight 245 departs at 9am from gate B12 !!,neutral,US Airways
1323,"@Southwest upgraded me for free, what a great surprise, flying again soon",positive,Southwest
1691,Never flying @United again after how they treated my family today !!,negative,United
2033,@American plane just pushed back from the gate !!,neutral,American
1822,My @Southwest flight was overbooked and they bumped me without warning,negative,Southwest
1369,"honestly @JetBlue did a great job today, no complaints at all",positive,JetBlue
1341,@Delta flight attendants went above and beyond today,positive,Delta
1213,Loved the legroom and service on my @American flight today #travel,positive,American
1874,My @American flight was overbooked and they bumped me without warning !!,negative,American
1939,"@United flight was pretty average, nothing special either way #travel",neutral,United
2168,anyone else flying @JetBlue out of gate 22 today #travel,neutral,JetBlue
1216,Best airline experience in years thank you @JetBlue team,positive,JetBlue
1850,"@Delta crew was so rude to an elderly passenger, unacceptable #travel",negative,Delta
1366,"honestly @JetBlue did a great job today, no complaints at all #travel",positive,JetBlue
2189,"@US Airways website was down earlier, back up now I think 😊",neutral,US Airways
2171,anyone else flying @Delta out of gate 22 today #travel,neutral,Delta
2129,"Landed with @Southwest, on time as scheduled 😊",neutral,Southwest
1789,@Southwest customer service put me on hold for 2 hours !!,negative,Southwest
2313,"thanks @JetBlue for losing my bag, exactly what I needed today",negative,JetBlue
1207,Just landed with @United and the crew was amazing! Best flight ever,positive,United
1198,Smooth landing comfy seats on time @JetBlue nailed it again !!,positive,JetBlue
2063,anyone else flying @Delta out of gate 22 today !!,neutral,Delta
1442,@United left my bag behind and won't answer the phone #travel,negative,United
1159,Just landed with @Southwest and the crew was amazing! Best flight ever,positive,Southwest
1622,My @JetBlue flight was overbooked and they bumped me without warning #travel,negative,JetBlue
1144,Smooth landing comfy seats on time @US Airways nailed it again !!,positive,US Airways
1083,Huge thanks to @United for the smooth check-in and on-time departure !!,positive,United
2083,"@Southwest flight was pretty average, nothing special either way",neutral,Southwest
1544,Never flying @American again after how they treated my family today,negative,American
1119,Smooth landing comfy seats on time @United nailed it again !!,positive,United
1755,@US Airways customer service put me on hold for 2 hours #travel,negative,US Airways
1851,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous !!",negative,US Airways
1739,"@American delayed us 6 hours and gave zero updates, terrible 😊",negative,American
1124,Best airline experience in years thank you @Delta team !!,positive,Delta
1958,@United sent me a confirmation email for tomorrow's flight,neutral,United
1163,Best airline experience in years thank you @US Airways team 😊,positive,US Airways
2006,anyone else flying @Southwest out of gate 22 today !!,positive,Southwest
1427,Paid extra for @American and still got squished in a tiny seat,negative,American
1026,"@American upgraded me for free, what a great surprise, flying again soon !!",positive,American
1145,Loved the legroom and service on my @Southwest flight today,positive,Southwest
1452,"@US Airways lost my luggage again, worst airline ever",negative,US Airways
1750,"@Southwest crew was so rude to an elderly passenger, unacceptable",negative,Southwest
1100,"@Delta handled my delay well, free snacks and great communication",positive,Delta
1524,Never flying @JetBlue again after how they treated my family today !!,negative,JetBlue
2076,"Checked in for my @American flight, boarding starts at noon !!",neutral,American
2159,"@United website was down earlier, back up now I think !!",neutral,United
1795,@JetBlue left my bag behind and won't answer the phone,negative,JetBlue
1065,Best airline experience in years thank you @American team,positive,American
1202,"@American upgraded me for free, what a great surprise, flying again soon #travel",positive,American
1392,"@US Airways handled my delay well, free snacks and great communication",positive,US Airways
1994,"@American website was down earlier, back up now I think",neutral,American
2179,anyone else flying @US Airways out of gate 22 today !!,neutral,US Airways
1413,Huge thanks to @US Airways for the smooth check-in and on-time departure,positive,US Airways
2249,Does anyone know the baggage policy for @Delta flights,neutral,Delta
1365,"honestly @JetBlue did a great job today, no complaints at all",positive,JetBlue
1265,"@United handled my delay well, free snacks and great communication",positive,United
1089,Huge thanks to @Delta for the smooth check-in and on-time departure !!,positive,Delta
1136,@United flight attendants went above and beyond today !!,positive,United
2327,"oh great, @United delayed AGAIN, love spending my life in this airport !!",negative,United
1197,"honestly @Delta did a great job today, no complaints at all",positive,Delta
2282,wow @JetBlue really outdid themselves this time... 4 hours late and counting #travel,negative,JetBlue
1659,@Delta customer service put me on hold for 2 hours !!,negative,Delta
1839,"@United cancelled my flight with no notice, absolutely furious",negative,United
1660,"Rude staff at @Southwest check-in counter, never flying them again #travel",negative,Southwest
1579,"@Delta charged hidden fees I never agreed to, so frustrated #travel",negative,Delta
2181,Flying @United tomorrow morning to Chicago for a work trip,neutral,United
2018,Looking at @United fares for a trip next month #travel,neutral,United
2386,"@JetBlue flight, some good some bad, about what I expected honestly",neutral,JetBlue
2158,Question for @US Airways can I change my seat assignment online 😊,neutral,US Airways
1793,Paid extra for @United and still got squished in a tiny seat,negative,United
2103,"@Delta flight was pretty average, nothing special either way !!",neutral,Delta
1129,"honestly @JetBlue did a great job today, no complaints at all",positive,JetBlue
2274,"oh great, @American delayed AGAIN, love spending my life in this airport",negative,American
1489,@United left my bag behind and won't answer the phone #travel,negative,United
1745,"@JetBlue crew was so rude to an elderly passenger, unacceptable 😊",negative,JetBlue
1038,Smooth landing comfy seats on time @US Airways nailed it again,positive,US Airways
1379,"honestly @Delta did a great job today, no complaints at all",positive,Delta
1776,"worst experience with @United, missed my connection because of them",negative,United
2036,anyone else flying @Delta out of gate 22 today #travel,neutral,Delta
1001,"@American upgraded me for free, what a great surprise, flying again soon",positive,American
1929,Flying @United tomorrow morning to Chicago for a work trip,neutral,United
1751,@Southwest left my bag behind and won't answer the phone #travel,negative,Southwest
2109,Does anyone know the baggage policy for @Delta flights 😊,neutral,Delta
1539,@JetBlue customer service put me on hold for 2 hours,negative,JetBlue
1605,"@US Airways lost my luggage again, worst airline ever #travel",negative,US Airways
1920,Does anyone know the baggage policy for @Delta flights 😊,neutral,Delta
2192,Looking at @American fares for a trip next month,neutral,American
2087,anyone else flying @American out of gate 22 today #travel,neutral,American
1141,Huge thanks to @American for the smooth check-in and on-time departure,positive,American
1328,"shoutout to @American for the free upgrade, made my day",positive,American
2135,Question for @Southwest can I change my seat assignment online,neutral,Southwest
1563,@Delta left my bag behind and won't answer the phone 😊,negative,Delta
1959,anyone else flying @Delta out of gate 22 today,neutral,Delta
1662,@JetBlue customer service put me on hold for 2 hours !!,negative,JetBlue
1712,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
2113,@United plane just pushed back from the gate,neutral,United
1382,"@Delta upgraded me for free, what a great surprise, flying again soon #travel",positive,Delta
1388,"@United handled my delay well, free snacks and great communication !!",positive,United
2003,@American sent me a confirmation email for tomorrow's flight 😊,neutral,American
2111,Flying @American tomorrow morning to Chicago for a work trip,neutral,American
1603,My @JetBlue flight was overbooked and they bumped me without warning,negative,JetBlue
2144,@Delta flight 245 departs at 9am from gate B12,neutral,Delta
1896,Never flying @Delta again after how they treated my family today,negative,Delta
1993,"Checked in for my @Southwest flight, boarding starts at noon",neutral,Southwest
1080,Loved the legroom and service on my @Southwest flight today #travel,positive,Southwest
1513,@JetBlue customer service put me on hold for 2 hours !!,negative,JetBlue
1275,Just landed with @JetBlue and the crew was amazing! Best flight ever,positive,JetBlue
1733,"@JetBlue charged hidden fees I never agreed to, so frustrated 😊",negative,JetBlue
1773,Paid extra for @American and still got squished in a tiny seat,negative,American
1043,Huge thanks to @United for the smooth check-in and on-time departure,positive,United
1395,"@American handled my delay well, free snacks and great communication",positive,American
1898,"@American cancelled my flight with no notice, absolutely furious",negative,American
2379,"@United flight, some good some bad, about what I expected honestly",neutral,United
2143,@Southwest flight 245 departs at 9am from gate B12,neutral,Southwest
1648,"worst experience with @American, missed my connection because of them 😊",negative,American
2261,@US Airways flight 245 departs at 9am from gate B12 !!,neutral,US Airways
1999,@United just announced new routes to the Midwest this fall #travel,neutral,United
1257,"Kudos to @United staff, so friendly and helpful during my trip",positive,United
1219,"honestly @American did a great job today, no complaints at all",positive,American
2098,Flying @JetBlue tomorrow morning to Chicago for a work trip,neutral,JetBlue
1315,"Kudos to @US Airways staff, so friendly and helpful during my trip",positive,US Airways
1728,"@JetBlue charged hidden fees I never agreed to, so frustrated",negative,JetBlue
2184,@US Airways plane just pushed back from the gate !!,neutral,US Airways
1122,"@JetBlue handled my delay well, free snacks and great communication",positive,JetBlue
1693,"@JetBlue charged hidden fees I never agreed to, so frustrated",negative,JetBlue
1187,@Delta flight attendants went above and beyond today 😊,positive,Delta
2023,"@United flight was pretty average, nothing special either way #travel",neutral,United
1322,"@United made my trip so easy, appreciate the effort",positive,United
2233,@JetBlue flight 245 departs at 9am from gate B12 😊,neutral,JetBlue
2337,"not the smoothest trip but @US Airways staff tried their best, appreciate it",positive,US Airways
2251,"Landed with @Delta, on time as scheduled !!",neutral,Delta
1317,Huge thanks to @Southwest for the smooth check-in and on-time departure !!,positive,Southwest
1973,Flying @Southwest tomorrow morning to Chicago for a work trip,neutral,Southwest
2190,"@Southwest flight was pretty average, nothing special either way #travel",neutral,Southwest
2218,@Delta sent me a confirmation email for tomorrow's flight,neutral,Delta
2317,"thanks @Southwest for losing my bag, exactly what I needed today #travel",negative,Southwest
1497,"@US Airways delayed us 6 hours and gave zero updates, terrible",negative,US Airways
1810,"Rude staff at @American check-in counter, never flying them again !!",negative,American
1245,Best airline experience in years thank you @Southwest team !!,positive,Southwest
2197,@US Airways sent me a confirmation email for tomorrow's flight,neutral,US Airways
1565,My @JetBlue flight was overbooked and they bumped me without warning !!,negative,JetBlue
1342,@United flight attendants went above and beyond today,positive,United
2258,@Southwest sent me a confirmation email for tomorrow's flight !!,neutral,Southwest
1664,Paid extra for @American and still got squished in a tiny seat,negative,American
1889,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous",negative,Delta
1483,"@American charged hidden fees I never agreed to, so frustrated",negative,American
1231,@JetBlue flight attendants went above and beyond today !!,positive,JetBlue
1446,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous",neutral,Southwest
1106,"shoutout to @Southwest for the free upgrade, made my day",positive,Southwest
1738,Never flying @JetBlue again after how they treated my family today,negative,JetBlue
1406,@Delta flight attendants went above and beyond today,positive,Delta
1611,@Delta customer service put me on hold for 2 hours #travel,negative,Delta
1985,Flying @US Airways tomorrow morning to Chicago for a work trip,neutral,US Airways
1518,"@JetBlue cancelled my flight with no notice, absolutely furious !!",negative,JetBlue
1250,"@American made my trip so easy, appreciate the effort !!",positive,American
2066,@American just announced new routes to the Midwest this fall,neutral,American
2125,@American flight 245 departs at 9am from gate B12 !!,neutral,American
1086,"@JetBlue made my trip so easy, appreciate the effort !!",positive,JetBlue
1324,"@US Airways handled my delay well, free snacks and great communication #travel",positive,US Airways
1661,"@US Airways lost my luggage again, worst airline ever",negative,US Airways
1639,"@American charged hidden fees I never agreed to, so frustrated",negative,American
1796,"worst experience with @Southwest, missed my connection because of them",negative,Southwest
1968,Looking at @American fares for a trip next month !!,neutral,American
1426,"@Delta cancelled my flight with no notice, absolutely furious",negative,Delta
2067,@US Airways just announced new routes to the Midwest this fall !!,neutral,US Airways
1192,Just landed with @JetBlue and the crew was amazing! Best flight ever,positive,JetBlue
1943,@United plane just pushed back from the gate,neutral,United
1407,"Kudos to @Delta staff, so friendly and helpful during my trip",positive,Delta
1068,Best airline experience in years thank you @Delta team !!,positive,Delta
2375,"@Southwest flight, some good some bad, about what I expected honestly",neutral,Southwest
2373,"@JetBlue flight, some good some bad, about what I expected honestly",neutral,JetBlue
1788,@Southwest customer service put me on hold for 2 hours !!,negative,Southwest
1509,"Rude staff at @American check-in counter, never flying them again",negative,American
1249,Just landed with @United and the crew was amazing! Best flight ever !!,positive,United
1025,"honestly @Southwest did a great job today, no complaints at all #travel",positive,Southwest
1781,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1512,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1393,Best airline experience in years thank you @American team !!,positive,American
1371,Smooth landing comfy seats on time @US Airways nailed it again 😊,positive,US Airways
1962,"Landed with @US Airways, on time as scheduled",neutral,US Airways
2112,Looking at @United fares for a trip next month,neutral,United
1146,"Kudos to @Southwest staff, so friendly and helpful during my trip #travel",positive,Southwest
1803,My @US Airways flight was overbooked and they bumped me without warning,negative,US Airways
1545,My @Delta flight was overbooked and they bumped me without warning,negative,Delta
1114,Really impressed with @American customer service this week #travel,positive,American
1299,"shoutout to @Delta for the free upgrade, made my day !!",neutral,Delta
1164,Just landed with @American and the crew was amazing! Best flight ever #travel,positive,American
1676,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous",negative,Southwest
